,NAICS2012Code,NAICS2012Part,ISIC4Code,ISIC4Part,Detail
745,424520,0,4620,-1,
746,424590,-1,4620,-1,"except cacao beans and raw, unrefined sugar"
747,424590,-1,4630,-1,"cacao beans and raw, unrefined sugar"
748,424610,0,4669,-1,
749,424690,-1,4649,-1,cleaning and polishing preparations
750,424690,-1,4663,-1,turpentine
751,424690,-1,4669,-1,except cleaning and polishing preparations and turpentine
752,424710,0,4661,-1,
753,424720,0,4661,-1,
754,424810,0,4630,-1,
755,424820,0,4630,-1,
756,424910,-1,4620,-1,"except fertilizers, pesticides and agricultural chemicals"
757,424910,-1,4669,-1,"fertilizers, pesticides, agricultural chemicals"
758,424920,0,4649,-1,
759,424930,0,4620,-1,
760,424940,0,4630,-1,
761,424950,-1,4663,-1,except pigments for paint
762,424950,-1,4669,-1,pigments for paint
763,424990,-1,4620,-1,"dressed furs and skins, pet animals, bait, artificial and live Christmas trees, and oilseed cake"
764,424990,-1,4630,-1,ice for food purposes
765,424990,-1,4641,-1,"yarn, textile bags, and felt"
766,424990,-1,4649,-1,"leather goods (except belting, gloves, handbags, travel bags, and footwear)"
767,424990,-1,4661,-1,charcoal
768,424990,-1,4669,-1,"crude rubber, plastics foam, inedible animal and vegetable oils, plant food, etc.; sawdust and wood pulp"
769,424990,-1,4690,-1,"general merchandise, nondurable"
770,425110,-1,4610,-1,"except B2B of motor vehicles, motorcycles, and parts"
771,425120,-1,4610,-1,"except agents and brokers for motor vehicles, motorcycles, and parts"
772,441110,0,4510,-1,
773,441120,0,4510,-1,
774,441210,-1,4510,-1,except RV parts and accessories dealers
775,441210,-1,4530,-1,RV parts and accessories dealers
776,441222,-1,4763,-1,except boat dealers with primary repair receipts
777,441228,-1,4510,-1,except retail aircraft and motorcycle dealers
778,441228,-1,4540,-1,retail motorcycle dealers
779,441228,-1,4773,-1,retail aircraft dealers
780,441310,-1,4530,-1,except auto audio stores
781,441310,-1,4742,-1,auto audio equipment stores (car stereo stores)
782,441320,-1,4530,-1,"except motorcycle tire dealers, new and used"
783,441320,-1,4540,-1,"motorcycle tire dealers, new and used"
784,442110,0,4759,-1,
785,442210,0,4753,-1,
786,442291,-1,4753,-1,except blind and shade stores with primary repair receipts
787,442299,-1,4759,-1,except custom picture framing shops
788,442299,-1,4773,-1,custom picture framing shops
789,443141,-1,4759,-1,except retail stores for appliances with primary repair receipts
790,443142,-1,4741,0,telephone stores
791,443142,-1,4742,-1,"except telephone stores, prerecorded tape, compact disc, and record stores, camera and photographic supplies stores, and consumer electronics stores with primary repair receipts"
792,443142,-1,4762,0,"prerecorded tape, compact disc, and record stores"
793,443142,-1,4773,-1,"camera and photographic supplies stores, except camera stores with primary repair receipts"
794,444110,0,4752,-1,
795,444120,-1,4752,-1,except wallpaper stores
796,444120,-1,4753,-1,wallpaper stores
797,444130,0,4752,-1,
798,444190,-1,4752,-1,except lighting fixture stores
799,444190,-1,4759,-1,lighting fixture stores
800,444210,-1,4752,-1,except outdoor equipment stores with primary repair receipts
801,444220,0,4773,-1,
802,445110,0,4711,-1,
803,445120,0,4711,-1,
804,445210,0,4721,-1,
805,445220,0,4721,-1,
806,445230,-1,4721,-1,except fruit and vegetable stands
807,445230,-1,4781,-1,fruit and vegetable stands (market type)
808,445291,0,4721,-1,
809,445292,0,4721,-1,
810,445299,-1,4721,-1,except bottled water and soft drink stores
811,445299,-1,4722,-1,bottled water and bottled soft drink stores
812,445310,0,4722,-1,
813,446110,0,4772,-1,
814,446120,0,4772,-1,
815,446130,0,4773,-1,
816,446191,0,4721,-1,
817,446199,0,4772,-1,
818,447110,-1,4711,-1,"gas stations with convenience stores, primarily selling food or beverages"
819,447110,-1,4730,-1,except gas stations with convenience stores primarily selling goods other than fuels
820,447190,0,4730,-1,
821,448110,0,4771,-1,
822,448120,0,4771,-1,
823,448130,0,4771,-1,
824,448140,0,4771,-1,
825,448150,-1,4771,-1,except wig and hairpiece stores
826,448150,-1,4773,-1,wig and hairpiece stores
827,448190,0,4771,-1,
828,448210,0,4771,-1,
829,448310,-1,4773,-1,except jewelry stores with primary repair receipts
830,448320,-1,4771,-1,except luggage and leather goods stores with primary repair receipts
831,451110,-1,4763,-1,except sporting goods stores with primary repair receipts
832,451120,0,4764,0,
833,451130,0,4751,0,
834,451140,-1,4759,-1,except musical instrument stores with primary repair receipts
835,451211,0,4761,-1,
836,451212,0,4761,-1,
837,452111,0,4719,-1,
838,452112,0,4719,-1,
839,452910,-1,4711,-1,except warehouse clubs and superstores with lines other than grocery or beverage predominant
840,452910,-1,4719,-1,warehouse clubs and superstores with lines other than grocery or beverage predominant
841,452990,-1,4530,-1,auto and home stores
842,452990,-1,4719,-1,except auto and home stores
843,453110,0,4773,-1,
844,453210,0,4761,-1,
845,453220,0,4773,-1,
846,453310,0,4774,-1,
847,453910,0,4773,-1,
848,453920,0,4773,-1,
849,453930,0,4773,-1,
850,453991,0,4723,0,
851,453998,-1,4752,-1,sauna and hot tub stores
852,453998,-1,4759,-1,home security equipment stores and candle stores
853,453998,-1,4773,-1,"except sauna and hot tub stores, candle stores, home security stores, and general merchandise auction houses"
854,453998,-1,4774,-1,general merchandise auction houses
855,454111,0,4791,-1,
856,454112,0,4791,-1,
857,454113,0,4791,-1,
858,454210,0,4799,-1,
859,454310,0,4799,-1,
860,454390,-1,4781,-1,"temporary food, beverage, and tobacco stands"
861,454390,-1,4782,0,temporary apparel stands
862,454390,-1,4789,0,"temporary stands (except newsstands), seasonal stands, such as temporary fruit stands and Christmas tree stands, etc., flea market stands, bazaars, street vendors"
863,454390,-1,4799,-1,"except temporary stands for food, beverage, tobacco, apparel, street vendors, and flea market stands"
864,811111,0,4520,-1,
865,811112,0,4520,-1,
866,811113,0,4520,-1,
867,811118,0,4520,-1,
868,811121,-1,4520,-1,"except custom fabrication of trailer bodies in a shop rather than on a factory basis, custom conversion of vans in a shop rather than a factory"
869,811122,0,4520,-1,
870,811191,0,4520,-1,
871,811192,0,4520,-1,
872,811198,-1,4520,-1,except motor vehicle emissions and safety inspection services
873,811310,-1,4520,-1,repair of trailers
874,811490,-1,4540,-1,"general motorcycle repair shops, without retailing new motorcycles"
876,442291,-1,9524,-1,"retailing new blinds and shades in combination with repair, repair as primary source of receipts"
877,443141,-1,9522,-1,"retailing new electrical appliances combined with repair services, repair as primary source of receipts"
879,443142,-1,9521,-1,retailing new and repairing consumer electronics with repair as primary source of receipts
880,444210,-1,9522,-1,"retailing new outdoor power equipment in combination with repair, repair as primary source of receipts"
881,448310,-1,9529,-1,"retailing new jewelry, clocks, and watches in combination with repair of these items, repair primary source of revenue"
882,448320,-1,9523,-1,retailing new luggage and leather goods with repair as primary source of receipts
883,451110,-1,9529,-1,sporting goods stores with primary repair receipts
884,451140,-1,9529,-1,"retail sale of new musical instruments combined with repair, repair as primary source of receipts"
886,423110,-1,4510,-1,"except motor vehicle bodies and motorcycles, wholesale"
887,423110,-1,4530,-1,"motor vehicle bodies, wholesale"
888,423110,-1,4540,-1,motorcycle wholesalers
889,423120,-1,4530,-1,"except new motorcycle parts, engine testing equipment, and mechanics' hand tools"
890,423120,-1,4540,-1,new motorcycle parts wholesale
891,423130,-1,4530,-1,except wholesale of motorcycle tires and tubes
892,423130,-1,4540,-1,wholesale of motorcycle tires and tubes
893,423140,-1,4530,-1,except wholesale of used motorcycle parts
894,423140,-1,4540,-1,wholesale of used motorcycle parts
895,423730,-1,4530,-1,"automotive air-conditioners, wholesale"
896,423910,-1,4510,-1,wholesale of go-carts
897,425110,-1,4510,-1,motor vehicle B2B
898,425110,-1,4530,-1,parts B2B markets
899,425110,-1,4540,-1,motorcycle and parts B2B markets
900,425120,-1,4510,-1,motor vehicle agents and brokers
901,425120,-1,4530,-1,parts agents and brokers
902,425120,-1,4540,-1,motorcycle agents and brokers
915,482111,-1,4911,-1,interurban passenger rail transportation
916,482111,-1,4912,-1,except interurban passenger rail transportation
917,482112,0,4912,-1,
918,484110,0,4923,-1,
919,484121,0,4923,-1,
920,484122,0,4923,-1,
921,484210,0,4923,-1,
922,484220,0,4923,-1,
923,484230,0,4923,-1,
924,486110,0,4930,-1,
925,486210,0,4930,-1,
926,486910,0,4930,-1,
927,486990,0,4930,-1,
928,487110,-1,4911,-1,operation of scenic and sightseeing railroads
929,487110,-1,4922,-1,except operation of scenic and sightseeing railroads
930,487990,-1,4922,-1,"except air sightseeing transport (helicopter, hot air balloon, etc.)"
931,713920,-1,4922,-1,ski lift operators
942,485111,0,4921,-1,
943,485112,0,4921,-1,
944,485113,0,4921,-1,
945,485119,0,4921,-1,
946,485210,0,4922,-1,
947,485310,0,4922,-1,
948,485320,0,4922,-1,
949,485410,0,4922,-1,
950,485510,0,4922,-1,
951,485991,0,4922,-1,
952,485999,0,4922,-1,
1006,487210,-1,5011,-1,except inland sightseeing by water and inland charter fishing boats
1007,487210,-1,5021,-1,inland water sightseeing transportation and inland charter fishing boats
1008,487990,-1,5110,-1,"sightseeing air transportation (helicopter, hot air balloon, etc.), nonscheduled sightseeing transportation"
1009,927110,-1,5120,-1,transportation of freight using government space vehicles and systems
1010,488111,0,5223,-1,
1011,488119,-1,5223,-1,except contract baggage handling and sweeping runways
1012,488119,-1,5224,-1,baggage or cargo handling on a contract basis at airports
1013,488190,-1,5223,-1,"other services, such as aircraft testing services"
1014,488210,-1,5221,-1,"except locomotive and railroad car repair, contract loading and unloading of rail cars, and freight car cleaning services"
1015,488210,-1,5224,-1,"loading and unloading rail cars, contract basis at rail yards"
1016,488310,0,5222,-1,
1017,488320,-1,5224,-1,except ship hold cleaning services
1018,488330,0,5222,-1,
1019,488390,-1,5222,-1,vessel supply services
1020,488390,-1,5229,-1,"except vessel supply services, floating dry dock repair and maintenance services, and ship breaking or dismantling on a floating dry dock"
1021,488410,0,5221,-1,
1022,488490,-1,5221,-1,"except loading and unloading trucks, road cargo surveyors, street sweeping and snow removal"
1023,488490,-1,5224,-1,loading and unloading trucks at terminals
1024,488490,-1,5229,-1,cargo surveyors-truck transportation
1025,488510,0,5229,-1,
1026,488991,0,5229,-1,
1027,488999,-1,5221,-1,"except liquefaction of natural gas at the mine site, nongovernment space flight centers, and arrangement of van or car pools"
1028,488999,-1,5223,-1,nongovernment space flight operations centers not providing space transportation
1029,488999,-1,5229,-1,arrangement of car pools and van pools
1030,812930,-1,5221,-1,except valet parking services
1037,488119,-1,8129,-1,cleaning and sweeping airport runways
1040,488210,-1,8129,-1,freight car cleaning services
1041,488320,-1,8129,-1,ship hold cleaning services
1043,488390,-1,3830,-1,ship breaking or dismantling done on a floating dry dock
1044,488490,-1,8129,-1,"street sweeping and snow removal on highways, bridges, roads, etc."
1046,492110,0,5320,-1,
1047,492210,0,5320,-1,
1048,493110,0,5210,-1,
1049,493120,0,5210,-1,
1050,493130,0,5210,-1,
1051,493190,0,5210,-1,
1053,721120,-1,9200,-1,except casino hotels with hotel activities as primary source of receipts
1054,722310,0,5629,0,
1055,722320,0,5621,0,
1056,722330,-1,5610,-1,except mobile beverage bars and carts
1057,722330,-1,5630,-1,mobile beverage bars and carts
1058,722410,0,5630,-1,
1059,722511,0,5610,-1,
1060,722513,0,5610,-1,
1061,722514,0,5610,-1,
1062,722515,-1,5610,-1,except nonalcoholic beverage bars
1063,722515,-1,5630,-1,nonalcoholic beverage bars
1064,721110,-1,5510,-1,except separate operation of sleeping car services
1065,721110,-1,5590,-1,separate operation of sleeping car services
1066,721120,-1,5510,-1,casino hotels (hotel as plurality of revenue)
1067,721191,0,5510,-1,
1068,721199,0,5510,-1,
1069,721211,0,5520,-1,
1070,721214,0,5520,-1,
1071,721310,0,5590,-1,
1072,515111,-1,6010,-1,except transmission only
1073,515112,-1,6010,-1,except transmission only
1074,515120,-1,6020,-1,except transmission only
1075,515210,-1,6020,-1,except transmission only
1076,519130,-1,5811,-1,Internet only book publishing
1077,519130,-1,5812,-1,"on-line directory, collection, and mailing list publishing"
1078,519130,-1,5813,-1,"Internet only newspaper, journal and periodical publishing"
1079,519130,-1,5819,-1,other publishing exclusively on the Internet
1080,519130,-1,5820,-1,Internet software publishing without traditional publishing
1081,519130,-1,6010,-1,Internet radio broadcasting
1082,519130,-1,6020,-1,Internet television broadcasting
1083,512110,0,5911,0,
1084,512120,0,5913,-1,
1085,512131,0,5914,-1,
1086,512132,0,5914,-1,
1087,512191,0,5912,-1,
1088,512199,-1,5912,-1,except motion picture booking agencies
1089,512199,-1,5913,-1,motion picture booking agencies
1090,512210,0,5920,-1,
1091,512220,0,5920,-1,
1092,512230,0,5920,-1,
1093,512240,0,5920,-1,
1094,512290,0,5920,-1,
1095,511110,0,5813,-1,
1096,511120,0,5813,-1,
1097,511130,0,5811,-1,
1098,511140,0,5812,-1,
1099,511191,0,5819,-1,
1100,511199,-1,5811,-1,yearbook publishing
1101,511199,-1,5819,-1,except yearbook publishing
1102,511210,0,5820,-1,
1114,515111,-1,6120,-1,transmission only
1115,515112,-1,6120,-1,transmission only
1116,515120,-1,6120,-1,transmission only
1117,515210,-1,6120,-1,transmission only
1118,517110,-1,6110,0,except direct-to-home satellite television service
1119,517110,-1,6130,-1,direct-to-home satellite television service
1120,517210,0,6120,-1,
1121,517410,-1,6130,-1,except satellite telecommunications resellers
1122,517410,-1,6190,-1,satellite telecommunications resellers
1123,517911,0,6190,-1,
1124,517919,0,6190,-1,
1144,812990,-1,6190,-1,pay telephone concession operators
1145,518210,-1,7420,-1,microfilming services
1146,519120,0,9101,-1,
1152,519130,-1,5920,-1,Internet music publishing without traditional music publishing
1155,519190,-1,9101,-1,stock photo libraries and services
1156,541511,0,6201,0,
1157,541512,0,6202,-1,
1158,541513,0,6202,-1,
1159,541519,0,6209,0,
1160,522110,0,6419,-1,
1161,522120,0,6419,-1,
1162,522130,0,6419,-1,
1163,522190,0,6419,-1,
1164,522210,0,6492,-1,
1165,522220,-1,6491,0,establishments providing a combination of sales financing and finance leasing (finance leasing primary).
1166,522220,-1,6492,-1,except units providing a combination of sales financing and financial leasing with financial leasing primary
1167,522291,0,6492,-1,
1168,522292,0,6492,-1,
1169,522293,0,6492,-1,
1170,522294,0,6499,-1,
1171,522298,-1,6411,-1,national office supervising credit unions (similar to oversight of banks by Central Bank)
1172,522298,-1,6492,-1,except credit union oversight and factoring accounts receivable
1173,522298,-1,6499,-1,factoring accounts receivable
1174,522310,0,6619,-1,
1175,522320,0,6619,-1,
1176,522390,0,6419,-1,
1177,523110,0,6499,-1,
1178,523120,0,6612,-1,
1179,523130,-1,6499,-1,except foreign currency exchanges
1180,523130,-1,6612,-1,foreign currency exchanges (selling currency to the public)
1181,523140,0,6612,-1,
1182,523210,0,6611,0,
1183,523910,-1,6499,-1,except buying and selling real estate as a trading stock
1184,523920,0,6630,0,
1185,523930,0,6619,-1,
1186,523991,0,6619,-1,
1187,523999,-1,6612,-1,gas and oil lease brokers offices
1188,523999,-1,6619,-1,except gas and oil lease brokers offices
1189,524210,0,6622,0,
1190,524291,0,6621,0,
1191,524292,0,6629,-1,
1192,524298,0,6629,-1,
1193,525120,0,6430,-1,
1194,525190,0,6430,-1,
1195,525910,0,6430,-1,
1196,525920,0,6430,-1,
1197,525990,0,6430,-1,
1198,541612,-1,6629,-1,actuarial consulting services
1199,551111,0,6420,-1,
1200,551112,0,6420,-1,
1201,521110,0,6411,-1,
1226,523910,-1,6810,-1,buying and selling of real estate as a trading stock of the seller
1257,524113,0,6511,0,
1258,524114,0,6512,-1,
1259,524126,0,6512,-1,
1260,524127,0,6512,-1,
1261,524128,0,6512,-1,
1262,524130,0,6520,0,
1301,525110,0,6530,0,
1340,532111,0,7710,-1,
1341,532112,0,7710,-1,
1342,532120,-1,7710,-1,except rental and leasing of RVs
1343,532120,-1,7730,-1,rental and leasing of RVs
1344,532210,0,7729,-1,
1345,532220,0,7729,-1,
1346,532230,0,7722,0,
1347,532291,0,7729,-1,
1348,532292,-1,7721,0,except rental of motorcycles
1349,532292,-1,7730,-1,rental of motorcycles
1350,532299,0,7729,-1,
1351,532310,-1,7729,-1,renting a range of commercial and household equipment including do-it-yourself equipment (primarily household)
1352,532310,-1,7730,-1,except general rental centers primarily renting personal or household goods
1353,532411,0,7730,-1,
1354,532412,0,7730,-1,
1355,532420,0,7730,-1,
1356,532490,0,7730,-1,
1357,533110,0,7740,0,
1359,531110,0,6810,-1,
1360,531120,0,6810,-1,
1361,531130,0,6810,-1,
1362,531190,0,6810,-1,
1363,531210,0,6820,-1,
1364,531311,0,6820,-1,
1365,531312,0,6820,-1,
1366,531320,0,6820,-1,
1367,531390,0,6820,-1,
1369,541211,0,6920,-1,
1370,541213,0,6920,-1,
1371,541214,0,6920,-1,
1372,541219,0,6920,-1,
1373,541940,0,7500,-1,
1374,541990,-1,6910,-1,arbitration and conciliation services not provided by lawyers or paralegals
1380,541110,0,6910,-1,
1381,541120,0,6910,-1,null set in US: legal activities carried out by notaries
1382,541191,0,6910,-1,
1383,541199,0,6910,-1,
1390,541310,0,7110,-1,
1391,541320,0,7110,-1,
1392,541330,0,7110,-1,
1393,541340,0,7110,-1,
1394,541350,0,7110,-1,
1395,541360,0,7110,-1,
1396,541370,0,7110,-1,
1397,541380,0,7120,-1,
1398,541410,0,7410,-1,
1399,541420,0,7410,-1,
1400,541430,0,7410,-1,
1401,541490,0,7410,-1,
1402,541611,0,7020,-1,
1404,541612,-1,7020,-1,except actuarial consulting services
1405,541613,0,7020,-1,
1406,541614,-1,7020,-1,except freight rate auditors and consultants
1407,541614,-1,7490,-1,freight rate auditors and consultants
1408,541618,0,7490,-1,
1409,541620,0,7490,-1,
1410,541690,0,7490,-1,
1411,541711,0,7210,-1,
1412,541712,0,7210,-1,
1413,541720,0,7220,0,
1414,541810,0,7310,-1,
1415,541820,0,7020,-1,
1416,541830,0,7310,-1,
1417,541840,0,7310,-1,
1418,541850,0,7310,-1,
1419,541860,0,7310,-1,
1420,541870,0,7310,-1,
1421,541890,0,7310,-1,
1422,541910,0,7320,0,
1423,541921,0,7420,-1,
1424,541922,0,7420,-1,
1425,541930,0,7490,-1,
1426,541990,-1,7490,-1,"except arbitration and conciliation services, handwriting analysis and consumer credit and debt counseling services"
1427,541990,-1,8030,-1,handwriting analysis services and expert services
1428,541990,-1,8890,-1,consumer credit and debt counseling services
1436,551114,0,7010,0,
1448,561210,-1,8110,0,except private contract operation of prisons
1449,561210,-1,8423,-1,private contract operation of prisons
1450,561311,0,7810,-1,
1451,561312,0,7810,-1,
1452,561320,0,7820,0,
1453,561330,0,7830,0,
1454,561440,-1,8411,-1,tax collection on a contract or fee basis
1455,561510,0,7911,0,
1456,561520,0,7912,0,
1457,561591,0,7990,-1,
1458,561599,0,7990,-1,
1459,561611,-1,8010,-1,"fingerprinting, polygraph services"
1460,561611,-1,8030,-1,except fingerprinting and polygraph services
1461,561612,0,8010,-1,
1462,561613,0,8010,-1,
1463,561621,0,8020,-1,
1464,561622,0,8020,-1,
1465,561710,0,8129,-1,
1466,561720,-1,8121,0,except cleaning transport equipment and window cleaning services
1467,561720,-1,8129,-1,"cleaning of transport equipment, window cleaning services"
1468,561730,0,8130,0,
1469,561740,0,9601,-1,
1471,561790,-1,8129,-1,except power washing and other exterior cleaning
1473,561990,-1,8413,-1,vehicle license issuing on a contract or fee basis
1474,561990,-1,8423,-1,commercial fire fighting
1496,622110,0,8610,-1,
1497,622210,0,8610,-1,
1498,622310,0,8610,-1,
1499,624110,0,8890,-1,
1500,624120,0,8810,0,
1501,624190,0,8890,-1,
1502,624210,0,8890,-1,
1503,624221,0,8890,-1,
1504,624229,0,8890,-1,
1505,624230,0,8890,-1,
1506,624310,0,8890,-1,
1507,624410,0,8890,-1,
1509,621111,0,8620,-1,
1510,621112,0,8620,-1,
1511,621210,0,8620,-1,
1512,621310,0,8690,-1,
1513,621320,0,8690,-1,
1514,621330,0,8690,-1,
1515,621340,0,8690,-1,
1516,621391,0,8690,-1,
1517,621399,0,8690,-1,
1518,621410,-1,8620,-1,except family planning and counseling provided by medical professionals (except doctors) and family planning social services
1519,621410,-1,8690,-1,"medical family planning centers, services by nurses and other medical professionals except doctors"
1520,621410,-1,8890,-1,"family planning counseling and services not provided by doctors, nurses, or other medical professionals"
1521,621420,-1,8620,-1,"except outpatient detoxification centers, drug addiction centers, mental health centers etc. without medical doctors providing services"
1522,621420,-1,8690,-1,"outpatient detoxification centers, drug addiction centers, mental health centers etc. without medical doctors providing services"
1523,621491,0,8620,-1,
1524,621492,0,8690,-1,
1525,621493,0,8620,-1,
1526,621498,-1,8620,-1,"except nonmedical treatment facilities, biofeedback centers and sleep disorder centers"
1527,621498,-1,8690,-1,"nonmedical treatment facilities, biofeedback centers and sleep disorder centers"
1528,621511,0,8690,-1,
1529,621512,0,8690,-1,
1530,621610,0,8690,-1,
1531,621910,0,8690,-1,
1532,621991,0,8690,-1,
1533,621999,0,8690,-1,
1543,623110,0,8710,0,
1544,623210,0,8720,-1,
1545,623220,0,8720,-1,
1546,623311,0,8730,-1,
1547,623312,0,8730,-1,
1548,623990,0,8790,0,
1616,711410,0,7490,-1,
1617,711510,-1,3290,-1,taxidermists (wildlife artists)
1619,711510,-1,7420,-1,independent photojournalists
1620,712110,0,9102,-1,
1621,712120,0,9102,-1,
1622,712130,0,9103,-1,
1623,712190,0,9103,-1,
1624,713110,0,9321,0,
1625,713120,0,9329,-1,
1626,713910,0,9311,-1,
1627,713920,-1,9329,-1,except independent ski lift operators
1628,713930,0,9329,-1,
1629,713940,0,9311,-1,
1630,713950,0,9311,-1,
1631,713990,-1,9312,-1,"recreational sporting teams and clubs (such as little league), hunting guides"
1632,713990,-1,9319,-1,"driving ranges, skeet shooting facilities, billiard rooms, and other miscellaneous sporting facility operation"
1633,713990,-1,9329,-1,"except driving ranges, skeet shooting facilities, billiard rooms, recreational sporting teams and clubs, hunting guides, and tourist guide services"
1634,813990,-1,9319,-1,sports leagues and regulating bodies
1635,713210,0,9200,-1,
1636,713290,0,9200,-1,
1638,713990,-1,7990,-1,tourist guide services
1639,711110,0,9000,-1,
1640,711120,0,9000,-1,
1641,711130,0,9000,-1,
1642,711190,-1,9000,-1,except carnivals
1643,711190,-1,9329,-1,carnivals
1644,711211,0,9312,-1,
1645,711212,0,9311,-1,
1646,711219,0,9319,-1,
1647,711310,-1,9000,-1,arts facilities operators
1648,711310,-1,9311,-1,"except arts facilities operators, sports promoters with facilities and fair promoters with facilities"
1649,711310,-1,9319,-1,sports organizers and promoters with facilities
1650,711310,-1,9329,-1,"fair promoters and organizers with facilities, including agricultural fairs"
1651,711320,-1,9000,-1,arts events organizers without facilities
1652,711320,-1,9319,-1,"except arts events organizers without facilities, fair promoters and organizers without facilities and concert booking agencies"
1653,711320,-1,9329,-1,"concert booking agencies and fair promoters and organizers without facilities, including agricultural fairs"
1654,711510,-1,9000,-1,"except independent photojournalists, restoration services for organs and similar antique instruments, and taxidermists"
1666,811198,-1,7120,-1,automobile emissions inspection services and safety inspection services
1668,811211,-1,9512,-1,cell phone repair
1669,811211,-1,9521,-1,except camera and cell phone repair
1672,811212,-1,9511,0,"except repair of office machines, dictating machines, and digital cameras"
1674,811213,-1,9512,-1,except repair of public address equipment and GPS devices
1675,811213,-1,9521,-1,repair and maintenance of public address equipment
1685,811310,-1,8129,-1,cleaning industrial machinery
1687,811411,-1,9522,-1,except repair of hand-held power tools
1688,811412,0,9522,-1,
1689,811420,0,9524,-1,
1690,811430,0,9523,-1,
1696,811490,-1,9522,-1,outboard motor repair
1697,811490,-1,9529,-1,"except gun, bowling alley equipment, boat, animal drawn vehicles, coin-operated games, motorcycle, and outboard motor repair"
1698,812921,0,7420,-1,
1699,812922,0,7420,-1,
1702,812990,-1,9529,-1,baby shoe bronzing
1704,814110,0,9700,0,
